nohup: ignoring input
2875. Query: ENSG00000107625, ID: ENST00000373585
4510. Query: ENSG00000124164, ID: ENST00000475243
4511. Query: ENSG00000124171, ID: ENST00000371610
4512. Query: ENSG00000124172, ID: ENST00000243997
4513. Query: ENSG00000124177, ID: ENST00000373233
4514. Query: ENSG00000124181, ID: ENST00000244007
4515. Query: ENSG00000124191, ID: ENST00000341197
4516. Query: ENSG00000124193, ID: ENST00000668808
4517. Query: ENSG00000124194, ID: ENST00000342560
4518. Query: ENSG00000124196, ID: ENST00000373005
4519. Query: ENSG00000124198, ID: ENST00000371917
4520. Query: ENSG00000124201, ID: ENST00000371754
4521. Query: ENSG00000124205, ID: ENST00000311585
4522. Query: ENSG00000124207, ID: ENST00000262982
4523. Query: ENSG00000124208, ID: ENST00000341698
4524. Query: ENSG00000124209, ID: ENST00000244040
4525. Query: ENSG00000124212, ID: ENST00000244043
4526. Query: ENSG00000124214, ID: ENST00000614381
4527. Query: ENSG00000124217, ID: ENST00000244051
4528. Query: ENSG00000124222, ID: ENST00000458280
4529. Query: ENSG00000124226, ID: ENST00000623528
4530. Query: ENSG00000124228, ID: ENST00000371764
4531. Query: ENSG00000124233, ID: ENST00000372781
4532. Query: ENSG00000124243, ID: ENST00000358791
4533. Query: ENSG00000124253, ID: ENST00000319441
4534. Query: ENSG00000124256, ID: ENST00000371173
4535. Query: ENSG00000124260, ID: ENST00000370323
4536. Query: ENSG00000124275, ID: ENST00000513439
4537. Query: ENSG00000124279, ID: ENST00000264669
4538. Query: ENSG00000124299, ID: ENST00000244137
4539. Query: ENSG00000124313, ID: ENST00000638869
4540. Query: ENSG00000124333, ID: ENST00000286448
4541. Query: ENSG00000124343, ID: ENST00000419513
4542. Query: ENSG00000124356, ID: ENST00000409707
4543. Query: ENSG00000124357, ID: ENST00000455662
4544. Query: ENSG00000124370, ID: ENST00000413592
4545. Query: ENSG00000124374, ID: ENST00000244221
4546. Query: ENSG00000124380, ID: ENST00000244227
4547. Query: ENSG00000124383, ID: ENST00000244230
4548. Query: ENSG00000124406, ID: ENST00000514372
4549. Query: ENSG00000124422, ID: ENST00000261497
4550. Query: ENSG00000124429, ID: ENST00000262753
4551. Query: ENSG00000124449, ID: ENST00000244314
4552. Query: ENSG00000124466, ID: ENST00000244333
4553. Query: ENSG00000124469, ID: ENST00000244336
4554. Query: ENSG00000124479, ID: ENST00000642620
4555. Query: ENSG00000124486, ID: ENST00000378308
4556. Query: ENSG00000124491, ID: ENST00000264870
4557. Query: ENSG00000124496, ID: ENST00000372922
4558. Query: ENSG00000124507, ID: ENST00000244458
4559. Query: ENSG00000124523, ID: ENST00000379250
4560. Query: ENSG00000124532, ID: ENST00000378353
4561. Query: ENSG00000124535, ID: ENST00000380773
4562. Query: ENSG00000124541, ID: ENST00000244496
4563. Query: ENSG00000124562, ID: ENST00000244520
4564. Query: ENSG00000124564, ID: ENST00000481949
4565. Query: ENSG00000124568, ID: ENST00000244527
4566. Query: ENSG00000124570, ID: ENST00000380524
4567. Query: ENSG00000124571, ID: ENST00000265351
4568. Query: ENSG00000124574, ID: ENST00000372515
4569. Query: ENSG00000124575, ID: ENST00000244534
4570. Query: ENSG00000124587, ID: ENST00000304611
4571. Query: ENSG00000124588, ID: ENST00000426637
4572. Query: ENSG00000124596, ID: ENST00000482853
4573. Query: ENSG00000124602, ID: ENST00000373164
4574. Query: ENSG00000124608, ID: ENST00000244571
4575. Query: ENSG00000124610, ID: ENST00000244573
4576. Query: ENSG00000124614, ID: ENST00000464218
4577. Query: ENSG00000124615, ID: ENST00000373181
4578. Query: ENSG00000124641, ID: ENST00000265350
4579. Query: ENSG00000124659, ID: ENST00000372876
4580. Query: ENSG00000124664, ID: ENST00000374037
4581. Query: ENSG00000124678, ID: ENST00000412155
4582. Query: ENSG00000124688, ID: ENST00000451025
4583. Query: ENSG00000124701, ID: ENST00000244669
4584. Query: ENSG00000124702, ID: ENST00000326974
4585. Query: ENSG00000124713, ID: ENST00000372808
4586. Query: ENSG00000124731, ID: ENST00000589614
4587. Query: ENSG00000124733, ID: ENST00000642555
4588. Query: ENSG00000124743, ID: ENST00000407079
4589. Query: ENSG00000124749, ID: ENST00000488912
4590. Query: ENSG00000124762, ID: ENST00000244741
4591. Query: ENSG00000124767, ID: ENST00000373365
4592. Query: ENSG00000124772, ID: ENST00000244751
4593. Query: ENSG00000124782, ID: ENST00000379933
4594. Query: ENSG00000124783, ID: ENST00000474597
4595. Query: ENSG00000124784, ID: ENST00000379834
4596. Query: ENSG00000124785, ID: ENST00000244766
4597. Query: ENSG00000124786, ID: ENST00000649788
4598. Query: ENSG00000124787, ID: ENST00000380051
4599. Query: ENSG00000124788, ID: ENST00000244769
4600. Query: ENSG00000124789, ID: ENST00000262077
4601. Query: ENSG00000124795, ID: ENST00000652689
4602. Query: ENSG00000124802, ID: ENST00000429723
4603. Query: ENSG00000124812, ID: ENST00000507853
4604. Query: ENSG00000124813, ID: ENST00000483377
4605. Query: ENSG00000124831, ID: ENST00000308482
4606. Query: ENSG00000124839, ID: ENST00000392001
4607. Query: ENSG00000124920, ID: ENST00000278836
4608. Query: ENSG00000124942, ID: ENST00000530124
4609. Query: ENSG00000125037, ID: ENST00000245046
4610. Query: ENSG00000125089, ID: ENST00000509119
4611. Query: ENSG00000125107, ID: ENST00000317147
4612. Query: ENSG00000125124, ID: ENST00000564123
4613. Query: ENSG00000125144, ID: ENST00000444837
4614. Query: ENSG00000125149, ID: ENST00000563853
4615. Query: ENSG00000125166, ID: ENST00000245206
4616. Query: ENSG00000125207, ID: ENST00000245255
4617. Query: ENSG00000125246, ID: ENST00000376355
4618. Query: ENSG00000125247, ID: ENST00000376234
4619. Query: ENSG00000125249, ID: ENST00000245304
4620. Query: ENSG00000125257, ID: ENST00000645237
4621. Query: ENSG00000125266, ID: ENST00000646441
4622. Query: ENSG00000125304, ID: ENST00000642146
4623. Query: ENSG00000125319, ID: ENST00000319977
4624. Query: ENSG00000125347, ID: ENST00000245414
HTTPSConnectionPool(host='rest.ensembl.org', port=443): Read timed out. (read timeout=100)
4626. Query: ENSG00000125352, ID: ENST00000371442
4627. Query: ENSG00000125354, ID: ENST00000360156
4628. Query: ENSG00000125356, ID: ENST00000371437
4629. Query: ENSG00000125375, ID: ENST00000426751
4630. Query: ENSG00000125386, ID: ENST00000637812
4631. Query: ENSG00000125388, ID: ENST00000398051
4632. Query: ENSG00000125398, ID: ENST00000245479
4633. Query: ENSG00000125409, ID: ENST00000395930
4634. Query: ENSG00000125414, ID: ENST00000532183
4635. Query: ENSG00000125434, ID: ENST00000579192
4636. Query: ENSG00000125445, ID: ENST00000579761
4637. Query: ENSG00000125447, ID: ENST00000538886
4638. Query: ENSG00000125449, ID: ENST00000581078
4639. Query: ENSG00000125450, ID: ENST00000583569
4640. Query: ENSG00000125454, ID: ENST00000582822
4641. Query: ENSG00000125457, ID: ENST00000325102
4642. Query: ENSG00000125458, ID: ENST00000582160
4643. Query: ENSG00000125459, ID: ENST00000649846
4644. Query: ENSG00000125482, ID: ENST00000334270
4645. Query: ENSG00000125484, ID: ENST00000483873
4646. Query: ENSG00000125485, ID: ENST00000372159
4647. Query: ENSG00000125503, ID: ENST00000263433
4648. Query: ENSG00000125505, ID: ENST00000437868
4649. Query: ENSG00000125534, ID: ENST00000370179
4650. Query: ENSG00000125551, ID: ENST00000359481
4651. Query: ENSG00000125611, ID: ENST00000324913
4652. Query: ENSG00000125618, ID: ENST00000263335
4653. Query: ENSG00000125630, ID: ENST00000263331
4654. Query: ENSG00000125633, ID: ENST00000376300
4655. Query: ENSG00000125637, ID: ENST00000245796
4656. Query: ENSG00000125648, ID: ENST00000598704
4657. Query: ENSG00000125651, ID: ENST00000394456
4658. Query: ENSG00000125652, ID: ENST00000245812
4659. Query: ENSG00000125656, ID: ENST00000245816
4660. Query: ENSG00000125675, ID: ENST00000616590
4661. Query: ENSG00000125676, ID: ENST00000448128
4662. Query: ENSG00000125686, ID: ENST00000394287
4663. Query: ENSG00000125691, ID: ENST00000394332
4664. Query: ENSG00000125703, ID: ENST00000443289
4665. Query: ENSG00000125726, ID: ENST00000423145
4666. Query: ENSG00000125730, ID: ENST00000245907
4667. Query: ENSG00000125731, ID: ENST00000437152
4668. Query: ENSG00000125733, ID: ENST00000600428
4669. Query: ENSG00000125734, ID: ENST00000264080
4670. Query: ENSG00000125735, ID: ENST00000245912
4671. Query: ENSG00000125740, ID: ENST00000585836
4672. Query: ENSG00000125741, ID: ENST00000323060
4673. Query: ENSG00000125743, ID: ENST00000342669
4674. Query: ENSG00000125744, ID: ENST00000245923
4675. Query: ENSG00000125746, ID: ENST00000589876
4676. Query: ENSG00000125753, ID: ENST00000589627
4677. Query: ENSG00000125755, ID: ENST00000245934
4678. Query: ENSG00000125772, ID: ENST00000379019
4679. Query: ENSG00000125775, ID: ENST00000381812
4680. Query: ENSG00000125779, ID: ENST00000497424
4681. Query: ENSG00000125780, ID: ENST00000381458
4682. Query: ENSG00000125798, ID: ENST00000419308
4683. Query: ENSG00000125810, ID: ENST00000246006
4684. Query: ENSG00000125812, ID: ENST00000338121
4685. Query: ENSG00000125814, ID: ENST00000377026
4686. Query: ENSG00000125817, ID: ENST00000379751
4687. Query: ENSG00000125818, ID: ENST00000652336
4688. Query: ENSG00000125821, ID: ENST00000377452
4689. Query: ENSG00000125826, ID: ENST00000411647
4690. Query: ENSG00000125827, ID: ENST00000246024
4691. Query: ENSG00000125834, ID: ENST00000381482
4692. Query: ENSG00000125843, ID: ENST00000379573
4693. Query: ENSG00000125844, ID: ENST00000470422
4694. Query: ENSG00000125845, ID: ENST00000378827
4695. Query: ENSG00000125848, ID: ENST00000378053
4696. Query: ENSG00000125851, ID: ENST00000377899
4697. Query: ENSG00000125863, ID: ENST00000347364
4698. Query: ENSG00000125868, ID: ENST00000246069
4699. Query: ENSG00000125870, ID: ENST00000377943
4700. Query: ENSG00000125871, ID: ENST00000377710
4701. Query: ENSG00000125872, ID: ENST00000378858
4702. Query: ENSG00000125875, ID: ENST00000461304
4703. Query: ENSG00000125877, ID: ENST00000380113
4704. Query: ENSG00000125885, ID: ENST00000610722
4705. Query: ENSG00000125898, ID: ENST00000381941
4706. Query: ENSG00000125901, ID: ENST00000380325
HTTPSConnectionPool(host='rest.ensembl.org', port=443): Read timed out. (read timeout=100)
4708. Query: ENSG00000125912, ID: ENST00000590671
4709. Query: ENSG00000125931, ID: ENST00000453707
4710. Query: ENSG00000125944, ID: ENST00000641107
4711. Query: ENSG00000125945, ID: ENST00000314011
4712. Query: ENSG00000125952, ID: ENST00000341653
4713. Query: ENSG00000125954, ID: ENST00000552941
4714. Query: ENSG00000125962, ID: ENST00000246174
4715. Query: ENSG00000125967, ID: ENST00000246190
HTTPSConnectionPool(host='rest.ensembl.org', port=443): Read timed out. (read timeout=100)
4717. Query: ENSG00000125970, ID: ENST00000375114
4718. Query: ENSG00000125971, ID: ENST00000357156
4719. Query: ENSG00000125977, ID: ENST00000374980
4720. Query: ENSG00000125991, ID: ENST00000348547
4721. Query: ENSG00000125995, ID: ENST00000374078
4722. Query: ENSG00000125998, ID: ENST00000374408
4723. Query: ENSG00000125999, ID: ENST00000423645
4724. Query: ENSG00000126001, ID: ENST00000446710
HTTPSConnectionPool(host='rest.ensembl.org', port=443): Read timed out. (read timeout=100)
4726. Query: ENSG00000126005, ID: ENST00000435366
4727. Query: ENSG00000126012, ID: ENST00000375401
4728. Query: ENSG00000126016, ID: ENST00000304758
4729. Query: ENSG00000126062, ID: ENST00000266025
4730. Query: ENSG00000126067, ID: ENST00000373237
4731. Query: ENSG00000126070, ID: ENST00000324350
4732. Query: ENSG00000126088, ID: ENST00000652165
4733. Query: ENSG00000126106, ID: ENST00000372242
4734. Query: ENSG00000126107, ID: ENST00000372168
4735. Query: ENSG00000126214, ID: ENST00000557172
4736. Query: ENSG00000126216, ID: ENST00000261965
4737. Query: ENSG00000126217, ID: ENST00000375608
4738. Query: ENSG00000126218, ID: ENST00000409306
4739. Query: ENSG00000126226, ID: ENST00000337344
4740. Query: ENSG00000126231, ID: ENST00000375547
4741. Query: ENSG00000126233, ID: ENST00000246515
4742. Query: ENSG00000126243, ID: ENST00000588831
4743. Query: ENSG00000126246, ID: ENST00000246532
4744. Query: ENSG00000126247, ID: ENST00000246533
4745. Query: ENSG00000126249, ID: ENST00000246535
4746. Query: ENSG00000126254, ID: ENST00000588161
4747. Query: ENSG00000126261, ID: ENST00000607361
4748. Query: ENSG00000126267, ID: ENST00000649813
4749. Query: ENSG00000126337, ID: ENST00000328119
4750. Query: ENSG00000126351, ID: ENST00000577288
4751. Query: ENSG00000126391, ID: ENST00000317568
4752. Query: ENSG00000126432, ID: ENST00000265462
4753. Query: ENSG00000126453, ID: ENST00000441864
4754. Query: ENSG00000126456, ID: ENST00000309877
4755. Query: ENSG00000126457, ID: ENST00000529284
4756. Query: ENSG00000126458, ID: ENST00000246792
4757. Query: ENSG00000126461, ID: ENST00000360565
4758. Query: ENSG00000126464, ID: ENST00000418929
4759. Query: ENSG00000126467, ID: ENST00000246801
4760. Query: ENSG00000126522, ID: ENST00000304874
4761. Query: ENSG00000126524, ID: ENST00000246868
4762. Query: ENSG00000126550, ID: ENST00000246896
4763. Query: ENSG00000126561, ID: ENST00000345506
4764. Query: ENSG00000126562, ID: ENST00000246914
4765. Query: ENSG00000126581, ID: ENST00000361523
4766. Query: ENSG00000126583, ID: ENST00000479081
4767. Query: ENSG00000126602, ID: ENST00000575707
4768. Query: ENSG00000126603, ID: ENST00000262366
4769. Query: ENSG00000126653, ID: ENST00000584423
4770. Query: ENSG00000126698, ID: ENST00000603289
4771. Query: ENSG00000126705, ID: ENST00000247087
4772. Query: ENSG00000126746, ID: ENST00000319770
4773. Query: ENSG00000126749, ID: ENST00000599672
4774. Query: ENSG00000126756, ID: ENST00000333119
4775. Query: ENSG00000126759, ID: ENST00000396992
4776. Query: ENSG00000126767, ID: ENST00000247161
4777. Query: ENSG00000126768, ID: ENST00000465150
4778. Query: ENSG00000126775, ID: ENST00000247178
4779. Query: ENSG00000126777, ID: ENST00000557267
4780. Query: ENSG00000126785, ID: ENST00000557447
4781. Query: ENSG00000126787, ID: ENST00000395425
4782. Query: ENSG00000126790, ID: ENST00000247194
4783. Query: ENSG00000126803, ID: ENST00000394709
4784. Query: ENSG00000126804, ID: ENST00000553583
4785. Query: ENSG00000126814, ID: ENST00000261249
4786. Query: ENSG00000126821, ID: ENST00000247225
4787. Query: ENSG00000126822, ID: ENST00000555982
4788. Query: ENSG00000126838, ID: ENST00000261336
4789. Query: ENSG00000126858, ID: ENST00000333942
4790. Query: ENSG00000126861, ID: ENST00000247271
4791. Query: ENSG00000126870, ID: ENST00000407559
4792. Query: ENSG00000126878, ID: ENST00000372314
4793. Query: ENSG00000126882, ID: ENST00000372269
4794. Query: ENSG00000126883, ID: ENST00000411637
4795. Query: ENSG00000126934, ID: ENST00000262948
4796. Query: ENSG00000126945, ID: ENST00000316594
4797. Query: ENSG00000126947, ID: ENST00000372829
4798. Query: ENSG00000126950, ID: ENST00000372930
4799. Query: ENSG00000126953, ID: ENST00000645279
4800. Query: ENSG00000127022, ID: ENST00000514383
4801. Query: ENSG00000127054, ID: ENST00000435064
4802. Query: ENSG00000127074, ID: ENST00000391995
4803. Query: ENSG00000127080, ID: ENST00000287996
4804. Query: ENSG00000127083, ID: ENST00000375550
4805. Query: ENSG00000127084, ID: ENST00000375482
4806. Query: ENSG00000127125, ID: ENST00000372562
4807. Query: ENSG00000127152, ID: ENST00000357195
4808. Query: ENSG00000127184, ID: ENST00000247655
4809. Query: ENSG00000127191, ID: ENST00000419057
4810. Query: ENSG00000127241, ID: ENST00000337774
4811. Query: ENSG00000127249, ID: ENST00000400270
4812. Query: ENSG00000127311, ID: ENST00000247815
4813. Query: ENSG00000127314, ID: ENST00000250559
4814. Query: ENSG00000127324, ID: ENST00000393330
4815. Query: ENSG00000127328, ID: ENST00000247833
4816. Query: ENSG00000127329, ID: ENST00000334414
4817. Query: ENSG00000127334, ID: ENST00000543747
4818. Query: ENSG00000127337, ID: ENST00000247843
4819. Query: ENSG00000127399, ID: ENST00000323078
4820. Query: ENSG00000127415, ID: ENST00000247933
4821. Query: ENSG00000127418, ID: ENST00000398484
4822. Query: ENSG00000127419, ID: ENST00000507319
4823. Query: ENSG00000127445, ID: ENST00000587625
4824. Query: ENSG00000127452, ID: ENST00000586651
4825. Query: ENSG00000127463, ID: ENST00000477853
4826. Query: ENSG00000127481, ID: ENST00000375254
4827. Query: ENSG00000127483, ID: ENST00000312239
4828. Query: ENSG00000127507, ID: ENST00000315576
4829. Query: ENSG00000127511, ID: ENST00000248054
4830. Query: ENSG00000127526, ID: ENST00000595753
4831. Query: ENSG00000127527, ID: ENST00000594851
4832. Query: ENSG00000127528, ID: ENST00000248071
4833. Query: ENSG00000127540, ID: ENST00000591899
4834. Query: ENSG00000127554, ID: ENST00000569451
4835. Query: ENSG00000127561, ID: ENST00000563869
4836. Query: ENSG00000127564, ID: ENST00000431515
4837. Query: ENSG00000127580, ID: ENST00000293883
4838. Query: ENSG00000127585, ID: ENST00000397621
4839. Query: ENSG00000127586, ID: ENST00000262315
4840. Query: ENSG00000127588, ID: ENST00000248150
4841. Query: ENSG00000127603, ID: ENST00000484793
4842. Query: ENSG00000127616, ID: ENST00000344626
4843. Query: ENSG00000127663, ID: ENST00000588337
4844. Query: ENSG00000127666, ID: ENST00000248244
4845. Query: ENSG00000127720, ID: ENST00000248306
4846. Query: ENSG00000127774, ID: ENST00000248378
4847. Query: ENSG00000127804, ID: ENST00000263092
4848. Query: ENSG00000127824, ID: ENST00000248437
4849. Query: ENSG00000127831, ID: ENST00000248444
4850. Query: ENSG00000127837, ID: ENST00000248450
4851. Query: ENSG00000127838, ID: ENST00000248451
4852. Query: ENSG00000127863, ID: ENST00000248484
4853. Query: ENSG00000127870, ID: ENST00000346166
4854. Query: ENSG00000127884, ID: ENST00000368547
4855. Query: ENSG00000127914, ID: ENST00000356239
4856. Query: ENSG00000127920, ID: ENST00000248564
4857. Query: ENSG00000127946, ID: ENST00000336926
4858. Query: ENSG00000127947, ID: ENST00000248594
4859. Query: ENSG00000127948, ID: ENST00000453773
4860. Query: ENSG00000127951, ID: ENST00000248598
4861. Query: ENSG00000127952, ID: ENST00000359697
4862. Query: ENSG00000127954, ID: ENST00000380079
4863. Query: ENSG00000127955, ID: ENST00000649225
4864. Query: ENSG00000127980, ID: ENST00000438045
4865. Query: ENSG00000127989, ID: ENST00000419292
4866. Query: ENSG00000127990, ID: ENST00000647351
4867. Query: ENSG00000127993, ID: ENST00000265732
4868. Query: ENSG00000127995, ID: ENST00000447923
4869. Query: ENSG00000128011, ID: ENST00000248668
4870. Query: ENSG00000128016, ID: ENST00000597629
4871. Query: ENSG00000128040, ID: ENST00000248701
4872. Query: ENSG00000128050, ID: ENST00000514888
4873. Query: ENSG00000128052, ID: ENST00000263923
4874. Query: ENSG00000128059, ID: ENST00000264220
4875. Query: ENSG00000128159, ID: ENST00000248846
4876. Query: ENSG00000128165, ID: ENST00000395738
4877. Query: ENSG00000128191, ID: ENST00000351989
4878. Query: ENSG00000128203, ID: ENST00000215906
4879. Query: ENSG00000128218, ID: ENST00000398465
4880. Query: ENSG00000128228, ID: ENST00000248958
4881. Query: ENSG00000128242, ID: ENST00000406955
4882. Query: ENSG00000128245, ID: ENST00000248975
4883. Query: ENSG00000128266, ID: ENST00000615612
4884. Query: ENSG00000128268, ID: ENST00000341184
4885. Query: ENSG00000128274, ID: ENST00000642412
4886. Query: ENSG00000128283, ID: ENST00000249014
4887. Query: ENSG00000128284, ID: ENST00000349314
4888. Query: ENSG00000128294, ID: ENST00000338754
4889. Query: ENSG00000128298, ID: ENST00000381669
4890. Query: ENSG00000128309, ID: ENST00000401419
4891. Query: ENSG00000128311, ID: ENST00000403892
4892. Query: ENSG00000128322, ID: ENST00000249053
4893. Query: ENSG00000128335, ID: ENST00000358502
4894. Query: ENSG00000128340, ID: ENST00000249071
4895. Query: ENSG00000128394, ID: ENST00000308521
4896. Query: ENSG00000128408, ID: ENST00000614167
4897. Query: ENSG00000128422, ID: ENST00000311208
4898. Query: ENSG00000128463, ID: ENST00000267750
4899. Query: ENSG00000128482, ID: ENST00000575165
4900. Query: ENSG00000128487, ID: ENST00000395527
4901. Query: ENSG00000128510, ID: ENST00000492072
4902. Query: ENSG00000128512, ID: ENST00000423057
4903. Query: ENSG00000128513, ID: ENST00000357628
4904. Query: ENSG00000128524, ID: ENST00000249289
4905. Query: ENSG00000128534, ID: ENST00000249299
4906. Query: ENSG00000128536, ID: ENST00000488386
4907. Query: ENSG00000128563, ID: ENST00000496391
4908. Query: ENSG00000128564, ID: ENST00000249330
4909. Query: ENSG00000128567, ID: ENST00000446198
4910. Query: ENSG00000128573, ID: ENST00000635638
4911. Query: ENSG00000128578, ID: ENST00000249344
4912. Query: ENSG00000128581, ID: ENST00000315322
4913. Query: ENSG00000128585, ID: ENST00000421797
4914. Query: ENSG00000128590, ID: ENST00000249356
4915. Query: ENSG00000128591, ID: ENST00000325888
4916. Query: ENSG00000128595, ID: ENST00000535011
4917. Query: ENSG00000128596, ID: ENST00000485998
4918. Query: ENSG00000128604, ID: ENST00000652525
4919. Query: ENSG00000128606, ID: ENST00000339431
4920. Query: ENSG00000128607, ID: ENST00000335420
4921. Query: ENSG00000128609, ID: ENST00000471770
4922. Query: ENSG00000128626, ID: ENST00000308018
4923. Query: ENSG00000128641, ID: ENST00000418908
4924. Query: ENSG00000128654, ID: ENST00000420864
4925. Query: ENSG00000128655, ID: ENST00000286063
4926. Query: ENSG00000128656, ID: ENST00000295497
4927. Query: ENSG00000128683, ID: ENST00000454603
4928. Query: ENSG00000128694, ID: ENST00000264151
4929. Query: ENSG00000128699, ID: ENST00000392350
4930. Query: ENSG00000128708, ID: ENST00000412731
4931. Query: ENSG00000128709, ID: ENST00000249499
4932. Query: ENSG00000128710, ID: ENST00000249501
4933. Query: ENSG00000128713, ID: ENST00000249504
4934. Query: ENSG00000128731, ID: ENST00000261609
4935. Query: ENSG00000128739, ID: ENST00000400100
4936. Query: ENSG00000128789, ID: ENST00000585331
4937. Query: ENSG00000128791, ID: ENST00000583147
4938. Query: ENSG00000128805, ID: ENST00000249601
4939. Query: ENSG00000128815, ID: ENST00000360890
4940. Query: ENSG00000128829, ID: ENST00000559624
4941. Query: ENSG00000128833, ID: ENST00000261839
4942. Query: ENSG00000128849, ID: ENST00000281282
4943. Query: ENSG00000128872, ID: ENST00000249700
4944. Query: ENSG00000128881, ID: ENST00000267890
4945. Query: ENSG00000128886, ID: ENST00000319359
4946. Query: ENSG00000128891, ID: ENST00000560305
4947. Query: ENSG00000128908, ID: ENST00000648947
4948. Query: ENSG00000128915, ID: ENST00000261520
4949. Query: ENSG00000128918, ID: ENST00000249750
4950. Query: ENSG00000128923, ID: ENST00000316848
4951. Query: ENSG00000128928, ID: ENST00000610693
4952. Query: ENSG00000128944, ID: ENST00000416151
4953. Query: ENSG00000128951, ID: ENST00000559935
4954. Query: ENSG00000128973, ID: ENST00000249806
4955. Query: ENSG00000128989, ID: ENST00000566423
4956. Query: ENSG00000129003, ID: ENST00000644861
4957. Query: ENSG00000129007, ID: ENST00000478113
4958. Query: ENSG00000129009, ID: ENST00000249842
4959. Query: ENSG00000129038, ID: ENST00000566011
4960. Query: ENSG00000129055, ID: ENST00000510994
4961. Query: ENSG00000129071, ID: ENST00000429544
4962. Query: ENSG00000129083, ID: ENST00000249923
4963. Query: ENSG00000129084, ID: ENST00000396394
4964. Query: ENSG00000129103, ID: ENST00000395436
4965. Query: ENSG00000129116, ID: ENST00000505667
4966. Query: ENSG00000129128, ID: ENST00000503362
4967. Query: ENSG00000129151, ID: ENST00000529202
4968. Query: ENSG00000129158, ID: ENST00000527494
4969. Query: ENSG00000129167, ID: ENST00000250018
4970. Query: ENSG00000129170, ID: ENST00000533783
4971. Query: ENSG00000129187, ID: ENST00000500813
4972. Query: ENSG00000129194, ID: ENST00000538513
4973. Query: ENSG00000129197, ID: ENST00000536255
4974. Query: ENSG00000129214, ID: ENST00000572182
4975. Query: ENSG00000129219, ID: ENST00000263088
4976. Query: ENSG00000129226, ID: ENST00000250092
4977. Query: ENSG00000129235, ID: ENST00000250101
4978. Query: ENSG00000129244, ID: ENST00000577026
4979. Query: ENSG00000129245, ID: ENST00000250113
4980. Query: ENSG00000129250, ID: ENST00000320785
4981. Query: ENSG00000129255, ID: ENST00000582151
4982. Query: ENSG00000129292, ID: ENST00000395379
4983. Query: ENSG00000129295, ID: ENST00000519595
4984. Query: ENSG00000129315, ID: ENST00000261900
4985. Query: ENSG00000129317, ID: ENST00000344862
4986. Query: ENSG00000129347, ID: ENST00000312962
4987. Query: ENSG00000129351, ID: ENST00000407004
4988. Query: ENSG00000129353, ID: ENST00000590382
4989. Query: ENSG00000129354, ID: ENST00000587069
4990. Query: ENSG00000129355, ID: ENST00000393599
4991. Query: ENSG00000129422, ID: ENST00000297488
4992. Query: ENSG00000129437, ID: ENST00000156499
4993. Query: ENSG00000129450, ID: ENST00000250360
4994. Query: ENSG00000129451, ID: ENST00000309958
4995. Query: ENSG00000129455, ID: ENST00000391806
4996. Query: ENSG00000129460, ID: ENST00000408901
4997. Query: ENSG00000129465, ID: ENST00000216274
4998. Query: ENSG00000129467, ID: ENST00000310677
4999. Query: ENSG00000129472, ID: ENST00000397762
5000. Query: ENSG00000129474, ID: ENST00000262713
5001. Query: ENSG00000129480, ID: ENST00000310850
5002. Query: ENSG00000129484, ID: ENST00000429687
5003. Query: ENSG00000129493, ID: ENST00000543095
5004. Query: ENSG00000129514, ID: ENST00000250448
5005. Query: ENSG00000129515, ID: ENST00000396526
5006. Query: ENSG00000129518, ID: ENST00000250454
5007. Query: ENSG00000129534, ID: ENST00000310806
5008. Query: ENSG00000129538, ID: ENST00000397967
5009. Query: ENSG00000129559, ID: ENST00000250495
5010. Query: ENSG00000129562, ID: ENST00000250498
5011. Query: ENSG00000129566, ID: ENST00000553365
5012. Query: ENSG00000129595, ID: ENST00000261486
5013. Query: ENSG00000129596, ID: ENST00000250535
5014. Query: ENSG00000129625, ID: ENST00000379638
5015. Query: ENSG00000129636, ID: ENST00000320640
5016. Query: ENSG00000129654, ID: ENST00000322957
5017. Query: ENSG00000129657, ID: ENST00000561721
5018. Query: ENSG00000129667, ID: ENST00000313080
5019. Query: ENSG00000129675, ID: ENST00000370620
5020. Query: ENSG00000129680, ID: ENST00000370661
5021. Query: ENSG00000129691, ID: ENST00000343823
5022. Query: ENSG00000129696, ID: ENST00000613904
5023. Query: ENSG00000129824, ID: ENST00000250784
5024. Query: ENSG00000129911, ID: ENST00000541015
5025. Query: ENSG00000129925, ID: ENST00000431232
5026. Query: ENSG00000129932, ID: ENST00000672935
5027. Query: ENSG00000129933, ID: ENST00000262815
5028. Query: ENSG00000129946, ID: ENST00000264554
5029. Query: ENSG00000129951, ID: ENST00000359894
5030. Query: ENSG00000129965, ID: ENST00000356578
5031. Query: ENSG00000129968, ID: ENST00000292577
5032. Query: ENSG00000129988, ID: ENST00000217407
5033. Query: ENSG00000129990, ID: ENST00000590851
5034. Query: ENSG00000129991, ID: ENST00000344887
5035. Query: ENSG00000129993, ID: ENST00000327483
5036. Query: ENSG00000130005, ID: ENST00000252288
5037. Query: ENSG00000130021, ID: ENST00000655425
5038. Query: ENSG00000130024, ID: ENST00000366780
5039. Query: ENSG00000130035, ID: ENST00000252318
5040. Query: ENSG00000130038, ID: ENST00000333750
5041. Query: ENSG00000130055, ID: ENST00000374382
5042. Query: ENSG00000130119, ID: ENST00000336470
5043. Query: ENSG00000130147, ID: ENST00000392011
